UUID,Last Name,First Name,Uci Net,Email,Phone,Citizen,Url,EPT Taken,EPT Reason,Test Score,Degree,Candidacy,Department,Gpa,Campus Ta,Campus Tayear,Ics398a,Ics398a Year,Academic Probation,Incomplete,Grade,Masters,Concentration,Submit Date,Position,Hired By,Hired Position,Area of Expertise,Programming,Past Experience,Course Prefs,Past Experience(|),Course Prefs(|),Courses,Courses(|),Verified,Activated,Finalized,poststamp,ICS Job
1c7c4c6d-65b8-4738-9bcf-f0fec1ad758d,Smith133,Joe133,Smith133,Smith133@uci.edu,9495555682,FOR,http://Smith133.com,yes,,TOEP 5,PhD,yes,Computer Science,3.9,yes,2018,yes,FQ/2018,no,no,no,"Feb 2015,Master of Electrical and Computer Engineering,University of Seoul",,4/19/2023,TA,,,"I have expertise in parallel computing such as pthread, OpenCL, CUDA and distributed computing such as Hadoop, MPI. I'm also familiar with assembly languages: I used to patch binaries after the product was released to customers. I'm experienced with many embedded systems on the market: NVIDIA Jetson TK1, TX1, TX2, Xavier, Odroid etc. I (cross-)compiled their linux kernels and drivers. I participated in the project which gave me a chance to use 16-node GPU cluster for several years. While researching high-performance computing, I dealt with many Computer Vision applications especially face recognition and detection  (Master thesis: Real-time LBP-based Face Detection using OpenCL on Embedded GPU)","Python: I was a TA of Python course at UCI.  C/C++: C is my main programming language so that I can write a user-space program without referring to references. I use C++ occasionally.       Java: I have been using it for many personal projects since I developed an Android app in 2012.  VHDL/Verilog: I took a class in 2011 that deals with XILINX Spartan FPGA board which has an LED array, a character LCD, a speaker, push buttons, and a rotary button. My final project, developed in VHDL, includes up/down counters, a world clock, a calendar, a timer alarm, a vocabulary game, and a menu to cycle through the functions.    Scheme: I used it briefly when I was studying programming with the book ""Structure and Interpretation of Computer Programs.""  Unix: I'm familiar with Unix-like OS, POSIX, such as macOS and Linux(Ubuntu, Centos, Fedora). I have been using them since 2012 and I have used mainly Linux when I work or research.",CourseTitleInstructorPositionWhenCS 143APrinciples of Operating SystemsArdalan Amiri SanTA2022-winterCS 143APrinciples of Operating SystemsLubomir BicTA2022-fallCS 143APrinciples of Operating SystemsArdalan Amiri SanTA2021-springCS 143APrinciples of Operating SystemsAnton BurtsevTA2021-fall,CourseTakenGradeCS 143AYA+,CompSci 143A|Principles of Operating Systems|Ardalan Amiri San|TA|2022-winter|CompSci 143A|Principles of Operating Systems|Lubomir Bic|TA|2022-fall|CompSci 143A|Principles of Operating Systems|Ardalan Amiri San|TA|2021-spring|CompSci 143A|Principles of Operating Systems|Anton Burtsev|TA|2021-fall|,CompSci 143A|Y|A+||||||||||,CourseTitleGrWhenICS 399UNIVERSITY TEACHINGS202303ICS 399UNIVERSITY TEACHINGS202292CS 290RESEARCH SEMINARS202292ICS 399UNIVERSITY TEACHINGS202214CS 290RESEARCH SEMINARS202214ICS 399UNIVERSITY TEACHINGS202203CS 259SSEM DESIGN SCIENCES202203ICS 399UNIVERSITY TEACHINGS202192ICS 399UNIVERSITY TEACHINGS202114CS 259SSEM DESIGN SCIENCES202114ICS 399UNIVERSITY TEACHINGS202103CS 290RESEARCH SEMINARS202103CS 259SSEM DESIGN SCIENCES202103ICS 399UNIVERSITY TEACHINGS202092ICS 399UNIVERSITY TEACHINGS202014CS 259SSEM DESIGN SCIENCES202014ICS 399UNIVERSITY TEACHINGS202003CS 259SSEM DESIGN SCIENCES202003ICS 399UNIVERSITY TEACHINGS201992ICS 399UNIVERSITY TEACHINGS201914CS 290RESEARCH SEMINARS201914CS 295MODERN SYSTEMSA201914ICS 399UNIVERSITY TEACHINGS201903CS 296SCIENTIFIC WRITINGS201903CS 274CNRL NTWKS&DEEP LRNGA-201903ICS 399UNIVERSITY TEACHINGS201892ICS 398ATA TRAINING SEMINARS201892CS 268INTRO OPTIMIZATIONA201892CS 202APPLIED CRYPTYA-201892,ICS 399|UNIVERSITY TEACHING|S|202303^ICS 399|UNIVERSITY TEACHING|S|202292^CS 290|RESEARCH SEMINAR|S|202292^ICS 399|UNIVERSITY TEACHING|S|202214^CS 290|RESEARCH SEMINAR|S|202214^ICS 399|UNIVERSITY TEACHING|S|202203^CS 259S|SEM DESIGN SCIENCE|S|202203^ICS 399|UNIVERSITY TEACHING|S|202192^ICS 399|UNIVERSITY TEACHING|S|202114^CS 259S|SEM DESIGN SCIENCE|S|202114^ICS 399|UNIVERSITY TEACHING|S|202103^CS 290|RESEARCH SEMINAR|S|202103^CS 259S|SEM DESIGN SCIENCE|S|202103^ICS 399|UNIVERSITY TEACHING|S|202092^ICS 399|UNIVERSITY TEACHING|S|202014^CS 259S|SEM DESIGN SCIENCE|S|202014^ICS 399|UNIVERSITY TEACHING|S|202003^CS 259S|SEM DESIGN SCIENCE|S|202003^ICS 399|UNIVERSITY TEACHING|S|201992^ICS 399|UNIVERSITY TEACHING|S|201914^CS 290|RESEARCH SEMINAR|S|201914^CS 295|MODERN SYSTEMS|A|201914^ICS 399|UNIVERSITY TEACHING|S|201903^CS 296|SCIENTIFIC WRITING|S|201903^CS 274C|NRL NTWKS&DEEP LRNG|A-|201903^ICS 399|UNIVERSITY TEACHING|S|201892^ICS 398A|TA TRAINING SEMINAR|S|201892^CS 268|INTRO OPTIMIZATION|A|201892^CS 202|APPLIED CRYPTY|A-|201892,new,Activated,yes,2023-04-19 16:13:13,
9dd24e43-4c31-41ca-81a0-3f58aff4727e,Smith137,Joe137,Smith137,Smith137@uci.edu,9495555686,FOR,http://Smith137.com,yes,,5,PhD,no,Computer Science,3.9,yes,2022,yes,2021,no,no,no,,Natural Language Processing,4/20/2023,TA,,,"1. Natural Language Processing, Machine Learning, Data Management, Deep Learning. 2. Doing Research. 3. Yes, I have.",1. Medium Experience. 2. Medium Experience. 3. Python.,CourseTitleInstructorPositionWhenICS 6NComputational Linear algebraGopi MeenakshisundaramTA2021-fallCS 295PKey Stone Project For Computer SciIan G HarrisTA2022-winterCS 274CDeep LearningPierre BaldiTA2022-springICS 31Introduction to Programming Ian G HarrisTA2022-summer,CourseTakenGradeCS 178YA+CS 169YAICS 31YACS 161YA,ICS 6N|Computational Linear algebra|Gopi Meenakshisundaram|TA|2021-fall|CS 295P|Key Stone Project For Computer Sci|Ian G Harris|TA|2022-winter|CS 274C|Deep Learning|Pierre Baldi|TA|2022-spring|ICS31|Introduction to Programming |Ian G Harris|TA|2022-summer|,CompSci 178|Y|A+|CompSci 169|Y|A|ICS 31|Y|A|CompSci 161|Y|A|,CourseTitleGrWhenCS 241ADV COMPILER CONSTRA+202303CS 230DIST COMPUTER SYSA202303ICS 399UNIVERSITY TEACHINGS202292CS 244INTR EMBED UBIQ SYSA202292CS 232CMPTR & COMM NTWRKSA-202292ICS 399UNIVERSITY TEACHINGS202214CS 272STATISTICAL NLPA202214CS 234ADVANCED NETWORKSA202214ICS 399UNIVERSITY TEACHINGS202203CS 295SYSMLA202203CS 277CONTRL REINFC LEARNA+202203ICS 399UNIVERSITY TEACHINGS202192ICS 398ATA TRAINING SEMINARS202192CS 274EDEEP GENRTV MODELSA202192CS 273AMACHINE LEARNINGA-202192CS 206SCI COMPUTINGA202192,CS 241|ADV COMPILER CONSTR|A+|202303^CS 230|DIST COMPUTER SYS|A|202303^ICS 399|UNIVERSITY TEACHING|S|202292^CS 244|INTR EMBED UBIQ SYS|A|202292^CS 232|CMPTR & COMM NTWRKS|A-|202292^ICS 399|UNIVERSITY TEACHING|S|202214^CS 272|STATISTICAL NLP|A|202214^CS 234|ADVANCED NETWORKS|A|202214^ICS 399|UNIVERSITY TEACHING|S|202203^CS 295|SYSML|A|202203^CS 277|CONTRL REINFC LEARN|A+|202203^ICS 399|UNIVERSITY TEACHING|S|202192^ICS 398A|TA TRAINING SEMINAR|S|202192^CS 274E|DEEP GENRTV MODELS|A|202192^CS 273A|MACHINE LEARNING|A-|202192^CS 206|SCI COMPUTING|A|202192,new,Activated,yes,2023-04-20 04:11:59,
4c1e7460-0a31-4e81-ac84-167f95d8a86e,Smith41,Joe41,Smith41,Smith41@uci.edu,9495555590,FOR,http://Smith41.com,yes,Plan to take it in the future,N/A,PhD,no,Computer Science,3.925,yes,,no,,no,no,no,"sep 2019, Amirkabir University of Tehran (AUT)",,4/24/2023,Either,,,Algorithm Design Computer network Distributed systems Multimedia Digital logic design Computer system architecture Formal language and automata Quantum computation Boolean algebra and logic Discrete math,familiar with Windows and VHDL,CourseTitleInstructorPositionWhenICS 6DDiscrete MathematicsStanislaw JareckiReader2021-springCS 125Computer and Network SecurityMustafa IbrahimTA2022-fallCS 162Formal Languages & Automata TheoryVijay VaziraniReader2022-winterCS 161Algorithm DesignMichael DillencourtTA2022-spring,CourseTakenGradeICS 31YAICS 6NYAICS 46YAICS 32YA,ICS 6D|Discrete Mathematics|Stanislaw Jarecki|Reader|2021-spring|CS 125|Computer and Network Security|Mustafa Ibrahim|TA|2022-fall|CS162|Formal Languages & Automata Theory|Vijay Vazirani|Reader|2022-winter|CS161|Algorithm Design|Michael Dillencourt|TA|2022-spring|,I&C SCI 31|Y|A|I&C SCI 6N|Y|A|I&C SCI 46|Y|A|I&C SCI 32 |Y|A|,CourseTitleGrWhenINF 295INTRO HLTH IN4MATXB+202303ICS 399UNIVERSITY TEACHINGS202303CS 230DIST COMPUTER SYSI202303ICS 399UNIVERSITY TEACHINGS202292CS 274EDEEP GENRTV MODELSU202292CS 256SYSTEMS AND MLA202292ICS 399UNIVERSITY TEACHINGS202214CS 295SMRTCONN CMM SYSTECA202214CS 253ANALYSIS PROG LANGB202214ICS 399UNIVERSITY TEACHINGS202203CS 273AMACHINE LEARNINGA-202203ICS 399UNIVERSITY TEACHINGS202192CS 244INTR EMBED UBIQ SYSA202192CS 232CMPTR & COMM NTWRKSA-202192ICS 399UNIVERSITY TEACHINGS202114CS 237MDWR NTWK &DIST SYSA202114CS 212MULTILMED SYS APPSA202114,INF 295|INTRO HLTH IN4MATX|B+|202303^ICS 399|UNIVERSITY TEACHING|S|202303^CS 230|DIST COMPUTER SYS|I|202303^ICS 399|UNIVERSITY TEACHING|S|202292^CS 274E|DEEP GENRTV MODELS|U|202292^CS 256|SYSTEMS AND ML|A|202292^ICS 399|UNIVERSITY TEACHING|S|202214^CS 295|SMRTCONN CMM SYSTEC|A|202214^CS 253|ANALYSIS PROG LANG|B|202214^ICS 399|UNIVERSITY TEACHING|S|202203^CS 273A|MACHINE LEARNING|A-|202203^ICS 399|UNIVERSITY TEACHING|S|202192^CS 244|INTR EMBED UBIQ SYS|A|202192^CS 232|CMPTR & COMM NTWRKS|A-|202192^ICS 399|UNIVERSITY TEACHING|S|202114^CS 237|MDWR NTWK &DIST SYS|A|202114^CS 212|MULTILMED SYS APPS|A|202114,new,Activated,yes,2023-04-24 13:51:36,
f7259035-f602-4aa5-887e-cdd96b7a3680,Smith51,Joe51,Smith51,Smith51@uci.edu,9495555600,FOR,http://Smith51.com,no,Received an exemption,,PhD,no,Computer Science,3.925,enrolled,,enrolled,,no,no,no,"MS in Computer and Information Science, University of Michigan-Dearborn",Machine Learning and Privacy,5/5/2023,Reader,,,"#My area of expertise is Machine Learning, Python, Privacy and Security;  #I will be a 4th time TA here, but I have experience in taking online discussion classes in my previous University, UM-Dearborn. I was TA at Network Security Course (CS201p), Boolean Algebra Course and Data Management Course","#I have experience in Python , C, SQL, Java;  #I have experiences in Linux, Windows and some experience in macOS operating systems; #I have working experience in R, Matlab",CourseTitleInstructorPositionWhenCS 201PComputer SecurityMd. Iftekhar HusseinTA2022-fallICS 6BBoolean AlgebraGopiTA2023-winterCS 122AIntro to data ManagementFaisal NawabTA2023-spring,CourseTakenGradeICS 6BN,CS201p|Computer Security|Md. Iftekhar Hussein|TA|2022-fall|ICS 6B|Boolean Algebra|Gopi|TA|2023-winter|CS 122A|Intro to data Management|Faisal Nawab|TA|2023-spring||||||,ICS 6B|N|||||||||||,CourseTitleGrWhenINF 203QUAL RSCH MTHDSA202303ICS 399UNIVERSITY TEACHINGS202303CS 216IMAGE UNDERSTANDINGA202303ICS 399UNIVERSITY TEACHINGS202292ICS 398ATA TRAINING SEMINARS202292CS 273AMACHINE LEARNINGA-202292CS 244INTR EMBED UBIQ SYSA202292,INF 203|QUAL RSCH MTHDS|A|202303^ICS 399|UNIVERSITY TEACHING|S|202303^CS 216|IMAGE UNDERSTANDING|A|202303^ICS 399|UNIVERSITY TEACHING|S|202292^ICS 398A|TA TRAINING SEMINAR|S|202292^CS 273A|MACHINE LEARNING|A-|202292^CS 244|INTR EMBED UBIQ SYS|A|202292,new,Activated,yes,2023-05-05 02:11:06,
85231e67-f819-4431-9231-fe8769be7d44,Smith92,Joe92,Smith92,Smith92@uci.edu,9495555641,FOR,http://Smith92.com,yes,,TOEP (5),PhD,yes,Computer Science,3.928,yes,2019,yes,2019,no,no,no,,,5/1/2023,Either,,,"Parallel Computing Compilers Concurrent Programming Database Development Software Programming System Programming Computer Architecture and Operating Systems No experience in online courses, but have a vast experience in teaching assistantship in Physics and Technology School by Correspondence","Profound knowledge of C, C++ (have developed different projects, including bachelor thesis) Plenty of experience in Unix Small experience in Java (one project - chess game, with the use of AWT) Advanced user of Windows",CourseTitleInstructorPositionWhenCS 250ASystems ArchitectureAlexander VeidenbaumTA2023-winterICS 45CProgramming in C/C++Mustafa IbrahimTA2020-winterCS 143APrinciples of Operating SystemsLubomir BicTA2022-fallCS 131Parallel and Distributed ComputingAlexander VeidenbaumTA2023-spring,CourseTakenGradeICS 31YAICS 33YAICS 6NYAICS 51YA,CompSci 250A|Systems Architecture|Alexander Veidenbaum|TA|2023-winter|ICS 45C|Programming in C/C++|Mustafa Ibrahim|TA|2020-winter|CompSci 143A|Principles of Operating Systems|Lubomir Bic|TA|2022-fall|CompSci 131|Parallel and Distributed Computing|Alexander Veidenbaum|TA|2023-spring|,ICS 31|Y|A|ICS 33|Y|A|ICS 6N|Y|A|ICS 51|Y|A|,CourseTitleGrWhenICS 399UNIVERSITY TEACHINGS202303ICS 399UNIVERSITY TEACHINGS202292CS 273AMACHINE LEARNINGA202292ICS 399UNIVERSITY TEACHINGS202203ICS 399UNIVERSITY TEACHINGS202192CS 244INTR EMBED UBIQ SYSA+202192ICS 399UNIVERSITY TEACHINGS202114CS 295ADV CONCURRENCYA202114CS 242PARALLEL COMPUTINGA+202114ICS 399UNIVERSITY TEACHINGS202103CS 241ADV COMPILER CONSTRA202103CS 271INTRO ARTIFCL INTELA202092CS 253ANALYSIS PROG LANGA202092ICS 399UNIVERSITY TEACHINGS202014CS 261DATA STRUCTURESA202014CS 250BMODERN MICROPROCESRA202014ICS 399UNIVERSITY TEACHINGS202003CS 250ACMPTR SYS ARCHITECTA202003CS 206SCI COMPUTINGB+202003ICS 399UNIVERSITY TEACHINGS201992ICS 398ATA TRAINING SEMINARS201992CS 243HIGH PERFRMCE ARCHA201992,ICS 399|UNIVERSITY TEACHING|S|202303^ICS 399|UNIVERSITY TEACHING|S|202292^CS 273A|MACHINE LEARNING|A|202292^ICS 399|UNIVERSITY TEACHING|S|202203^ICS 399|UNIVERSITY TEACHING|S|202192^CS 244|INTR EMBED UBIQ SYS|A+|202192^ICS 399|UNIVERSITY TEACHING|S|202114^CS 295|ADV CONCURRENCY|A|202114^CS 242|PARALLEL COMPUTING|A+|202114^ICS 399|UNIVERSITY TEACHING|S|202103^CS 241|ADV COMPILER CONSTR|A|202103^CS 271|INTRO ARTIFCL INTEL|A|202092^CS 253|ANALYSIS PROG LANG|A|202092^ICS 399|UNIVERSITY TEACHING|S|202014^CS 261|DATA STRUCTURES|A|202014^CS 250B|MODERN MICROPROCESR|A|202014^ICS 399|UNIVERSITY TEACHING|S|202003^CS 250A|CMPTR SYS ARCHITECT|A|202003^CS 206|SCI COMPUTING|B+|202003^ICS 399|UNIVERSITY TEACHING|S|201992^ICS 398A|TA TRAINING SEMINAR|S|201992^CS 243|HIGH PERFRMCE ARCH|A|201992,new,Activated,yes,2023-05-01 19:58:09,
67da3039-02cb-4886-b706-092b0eab30ee,Smith69,Joe69,Smith69,Smith69@uci.edu,9495555618,FOR,http://Smith69.com,yes,,5 TOEP,PhD,yes,Computer Science,3.94,yes,2018,yes,Fall/2017,no,no,no,UCI June 2022,,4/19/2023,Either,,,"My area of expertise are Embedded Systems, Computer  Architecture, Computer Programming, and Data Structure and Algorithms. But I can teach discreet math, boolean algebra, web development, internet engineering.","I have 5+ years experience of programming in C/C++, python and javascript. and I am completely comfortable with working with Unix systems. I have also two years of experience in Java, three years in Verilog, and I am familiar with VHDL. Windows is the OS that I learned computer with and I know its ins and outs.",CourseTitleInstructorPositionWhenCS 151Digital Logic DesignNikil DuttReader2017-fallICS 6BBoolean Algebra & LogicLubomir BicReader2018-winterICS 6BBoolean Algebra & LogicWayne HayesTA2018-springCS 151Digital Logic DesignNikil DuttReader2018-fall,CourseTakenGradeCS 151NCS 161NCS 260YAICS 3N,CS 151|Digital Logic Design|Nikil Dutt|Reader|2017-fall|ICS 6B|Boolean Algebra & Logic|Lubomir Bic|Reader|2018-winter|ICS 6B|Boolean Algebra & Logic|Wayne Hayes|TA|2018-spring|CS 151|Digital Logic Design|Nikil Dutt|Reader|2018-fall|,CS 151|N||CS 161|N||CS 260|Y|A|ICS 3|N||,CourseTitleGrWhenCS 290RESEARCH SEMINARS202303CS 290RESEARCH SEMINARS202292CS 290RESEARCH SEMINARS202214CS 259SSEM DESIGN SCIENCES202214CS 290RESEARCH SEMINARS202203CS 259SSEM DESIGN SCIENCES202203CS 290RESEARCH SEMINARS202192CS 259SSEM DESIGN SCIENCES202114CS 290RESEARCH SEMINARS202103CS 259SSEM DESIGN SCIENCES202103CS 290RESEARCH SEMINARS202092CS 290RESEARCH SEMINARS202014CS 259SSEM DESIGN SCIENCES202014CS 259SSEM DESIGN SCIENCES202003CS 290RESEARCH SEMINARS201914CS 261DATA STRUCTURESA201914CS 244INTR EMBED UBIQ SYSA201914CS 290RESEARCH SEMINARS201903CS 259SSEM DESIGN SCIENCES201903CS 248AINTRO UBIQ COMPA201903CS 230DIST COMPUTER SYSB+201903ICS 399UNIVERSITY TEACHINGS201892CS 273AMACHINE LEARNINGA201892CS 264QUANTUM COMP & INFOA-201892ICS 399UNIVERSITY TEACHINGS201814CS 295SELF-AWARE EMB SYSA201814CS 242PARALLEL COMPUTINGA201814ICS 399UNIVERSITY TEACHINGS201803CS 260FUND ALGORITHMSA201803ICS 399UNIVERSITY TEACHINGS201792ICS 398ATA TRAINING SEMINARS201792CS 243HIGH PERFRMCE ARCHA+201792CS 232CMPTR & COMM NTWRKSB201792,CS 290|RESEARCH SEMINAR|S|202303^CS 290|RESEARCH SEMINAR|S|202292^CS 290|RESEARCH SEMINAR|S|202214^CS 259S|SEM DESIGN SCIENCE|S|202214^CS 290|RESEARCH SEMINAR|S|202203^CS 259S|SEM DESIGN SCIENCE|S|202203^CS 290|RESEARCH SEMINAR|S|202192^CS 259S|SEM DESIGN SCIENCE|S|202114^CS 290|RESEARCH SEMINAR|S|202103^CS 259S|SEM DESIGN SCIENCE|S|202103^CS 290|RESEARCH SEMINAR|S|202092^CS 290|RESEARCH SEMINAR|S|202014^CS 259S|SEM DESIGN SCIENCE|S|202014^CS 259S|SEM DESIGN SCIENCE|S|202003^CS 290|RESEARCH SEMINAR|S|201914^CS 261|DATA STRUCTURES|A|201914^CS 244|INTR EMBED UBIQ SYS|A|201914^CS 290|RESEARCH SEMINAR|S|201903^CS 259S|SEM DESIGN SCIENCE|S|201903^CS 248A|INTRO UBIQ COMP|A|201903^CS 230|DIST COMPUTER SYS|B+|201903^ICS 399|UNIVERSITY TEACHING|S|201892^CS 273A|MACHINE LEARNING|A|201892^CS 264|QUANTUM COMP & INFO|A-|201892^ICS 399|UNIVERSITY TEACHING|S|201814^CS 295|SELF-AWARE EMB SYS|A|201814^CS 242|PARALLEL COMPUTING|A|201814^ICS 399|UNIVERSITY TEACHING|S|201803^CS 260|FUND ALGORITHMS|A|201803^ICS 399|UNIVERSITY TEACHING|S|201792^ICS 398A|TA TRAINING SEMINAR|S|201792^CS 243|HIGH PERFRMCE ARCH|A+|201792^CS 232|CMPTR & COMM NTWRKS|B|201792,new,Activated,yes,2023-04-19 22:36:00,
168ea361-a81e-4f75-92a3-4437dbdefa36,Smith110,Joe110,Smith110,Smith110@uci.edu,9495555659,FOR,http://Smith110.com,yes,,5/6,PhD,no,Computer Science,3.94,yes,2022,yes,2022,no,no,no,06/30/2022 - MsC in Electrical Engineering at UNICAMP,,4/29/2023,TA,,,"My areas of expertise are in Machine Learning, Embedded Systems and Telecommunications Experience:  Bachelors in Computer Engineering Masters in Electrical Engineering on Distributed Deep Learning 5 years industry experience in  R&D for Embedded Telecommunication / Intelligent Systems 3 Semesters of Undergrad TAship (C programming / Assembly programming) Strong focus on Probability and Statistics Coursework during 1st Year of PhD NO experience in online teaching","Languages: Proficient (3+ years of active development) in C/C++/Python/Bash Versed (1 years of active development) in Java No knowledge of VHDL, Scheme or SQL  OSs Professional and Personal use of Linux for 6+ years Rudimentary knowledge of Windows No knowledge of macOS",CourseTitleInstructorPositionWhenICS 45CC++Mustafa IbrahimTA2022-fallICS 45CC++Raymond KlefstadTA2023-winterICS 35CC++Raymond KlefstadTA2023-spring,CourseTakenGradeSTAT 67NICS 31NICS 6NYASTAT 7N,ICS45C|C++|Mustafa Ibrahim|TA|2022-fall|ICS45C|C++|Raymond Klefstad|TA|2023-winter|ICS35C|C++|Raymond Klefstad|TA|2023-spring||||||,STATS 67|N||ICS 31|N||I&C SCI 6N |Y|A|STATS 7|N||,,,new,Activated,yes,2023-04-29 17:36:45,
92e6a0fe-a08f-4f16-b9ca-eae3d0e4d40c,Smith7,Joe7,Smith7,Smith7@uci.edu,9495555556,FOR,http://Smith7.com,no,Received an exemption,,MS,no,Computer Science,3.95,yes,2022,yes,2023,no,no,no,,,4/24/2023,TA,,,1/2. GPGPU Computing 3. I do not have experience teaching online courses.,"1. I have experience in C/C++ and CUDA. I have been using both extensively over the past year and a half as part of my involvement in two research projects.   2. I am most experienced with macOS, and I have limited experience with both Linux and Windows.   3. I have experience with C/C++, CUDA, Python (Including Keras, Pandas, Scikit-learn, and Matplotlib), R",CourseTitleInstructorPositionWhenICS 139WICS 139W: Critical Writing Dr. Matthew BietzTA2022-fallGDIM 129Games For ImpactDr. Kurt SquireTA2023-winterICS 139WICS 139W: Critical WritingDr. Darren DenenbergTA2023-spring,CourseTakenGradeICS 139WN,ICS 139W|ICS 139W: Critical Writing| Dr. Matthew Bietz|TA|2022-fall|GDIM 129|Games For Impact|Dr. Kurt Squire|TA|2023-winter|ICS 139W|ICS 139W: Critical Writing|Dr. Darren Denenberg|TA|2023-spring||||||,ICS 139W|N|||||||||||,CourseTitleGrWhenICS 399UNIVERSITY TEACHINGS202303ICS 398ATA TRAINING SEMINARS202303CS 241ADV COMPILER CONSTRA+202303CS 230DIST COMPUTER SYSA202303ICS 399UNIVERSITY TEACHINGS202292CS 273AMACHINE LEARNINGA+202292CS 256SYSTEMS AND MLA202292CS 206SCI COMPUTINGA-202292,ICS 399|UNIVERSITY TEACHING|S|202303^ICS 398A|TA TRAINING SEMINAR|S|202303^CS 241|ADV COMPILER CONSTR|A+|202303^CS 230|DIST COMPUTER SYS|A|202303^ICS 399|UNIVERSITY TEACHING|S|202292^CS 273A|MACHINE LEARNING|A+|202292^CS 256|SYSTEMS AND ML|A|202292^CS 206|SCI COMPUTING|A-|202292,new,Activated,yes,2023-04-24 22:33:43,
53d602f0-7d37-4e55-ba49-cb990f34bd5c,Smith20,Joe20,Smith20,Smith20@uci.edu,9495555569,US,http://Smith20.com,no,Received an exemption,,PhD,no,Computer Science,3.95,enrolled,2021,enrolled,2021,no,no,no,2021 Cal State LA (Social Work),,4/28/2023,TA,,,"Linear algebra, artificial intelligence, machine learning, discrete math, python, optimization, graph theory, anything that is math heavy.","Experience with Java (3 semesters of classes), a couple big projects in Java.",CourseTitleInstructorPositionWhenCS 171Intro to AIK. KaskTA2021-fallCS 171Intro to AIK. KaskTA2021-spring,CourseTakenGradeCS 171YNACS 161YACS 162YAICS 6NN,CompSci 171|Intro to AI|K. Kask|TA|2021-fall|CompSci 171|Intro to AI|K. Kask|TA|2021-spring|||||||||||,CompSci 171|Y|NA|CompSci 161|Y|A|CompSci 162|Y|A|I&C Sci   6N|N||,CourseTitleGrWhenICS 399UNIVERSITY TEACHINGS202303CS 260FUND ALGORITHMSA-202303CS 230DIST COMPUTER SYSA+202303CS 275CONSTRAINT NETWORKSA202292CS 274EDEEP GENRTV MODELSA+202292CS 232CMPTR & COMM NTWRKSB+202292ICS 399UNIVERSITY TEACHINGS202214CS 295BRAIN-INSPIRED LRNGA+202214CS 247COMPLX SW SYS: PROJA202214ICS 399UNIVERSITY TEACHINGS202203CS 295CAUSAL REASONINGA-202203CS 273AMACHINE LEARNINGA202203ICS 399UNIVERSITY TEACHINGS202192ICS 398ATA TRAINING SEMINARS202192CS 276RSN PROB GRAPH MODSA202192CS 271INTRO ARTIFCL INTELA202192,ICS 399|UNIVERSITY TEACHING|S|202303^CS 260|FUND ALGORITHMS|A-|202303^CS 230|DIST COMPUTER SYS|A+|202303^CS 275|CONSTRAINT NETWORKS|A|202292^CS 274E|DEEP GENRTV MODELS|A+|202292^CS 232|CMPTR & COMM NTWRKS|B+|202292^ICS 399|UNIVERSITY TEACHING|S|202214^CS 295|BRAIN-INSPIRED LRNG|A+|202214^CS 247|COMPLX SW SYS: PROJ|A|202214^ICS 399|UNIVERSITY TEACHING|S|202203^CS 295|CAUSAL REASONING|A-|202203^CS 273A|MACHINE LEARNING|A|202203^ICS 399|UNIVERSITY TEACHING|S|202192^ICS 398A|TA TRAINING SEMINAR|S|202192^CS 276|RSN PROB GRAPH MODS|A|202192^CS 271|INTRO ARTIFCL INTEL|A|202192,new,Activated,yes,2023-04-28 08:56:25,"TypeQuarterJobProjectAccount ManagerPICourseStatusH OfferSum '23GSR GSRAustin LapicdechteracceptJobSum '23GSRGSRLapic, Austin dechtercreated"
bb8824dd-cfd8-453c-8201-e3ff70ddfa1b,Smith29,Joe29,Smith29,Smith29@uci.edu,9495555578,FOR,http://Smith29.com,yes,Plan to take it in the future,5,MS,no,School of Engineering,3.95,yes,2022,yes,2022,no,no,no,,Computer Engineering,4/23/2023,Either,,,"I am strong with programming languages like Python, Golang, MATLAB, Java, C/C++. I am also proficient in project planning and critical writing in the IT domain. Cloud Networking and Software development are the fields in which I have worked on extensively in a professional environment and hence I am comfortable with any of their subdomains. In addition, I have 3 years of professional experience at HPE, during which I have worked on various tech stacks . I have experience teaching in a professional environment as I have mentored many junior engineers at HPE.  Also, I have experience teaching programming and personality development classes virtually during the pandemic.","I have programmed in C, C++, Java, Python and Golang when I worked as a Software Designer. I have about 5 years of experience with building software, testing and debugging with these languages. I have written more than 500,000 lines of code in Python and Golang and about 300,000 lines of code with Java and C/C++. I have worked on various SQL languages and am experienced with NoSQL, PostgreSQL and Cassandra SQL languages for more than 5 years. I have worked on Linux, Windows and macOS systems for more than 5 years. I have about 2 years of experience VHDL and Verilog, having used them for my undergraduate research projects. I am also proficient in engines like Unity and container software like Docker and Kubernetes.",CourseTitleInstructorPositionWhenINF 141Information RetrievalAlberto Krone MartinsTA2023-spring,CourseTakenGradeINF 43YA+CS 143AYAICS 139WYAICS 33YA,INF141/CS121|Information Retrieval|Alberto Krone Martins|TA|2023-spring||||||||||||||||,IN4MATX 43|Y|A+|CompSci 143A|Y|A|ICS 139W|Y|A|ICS 33|Y|A|,,,new,Activated,yes,2023-04-23 22:49:47,
