Last Name,First Name,Uci Net,Concentration,Area of Expertise,Programming,Past Experience,Courses Taken
Smith72,Joe72,Smith72,,"1.I think my area of expertise is software engineering (software testing, empirical software study, static analysis)  2.I have no special qualifications in Computer Science  3.I have experience teaching three online courses.  a)In my sophomore year (Spring 2020), I helped a junior high school student ready for the high school entrance examination, including mathematics, physics, chemistry and English. b)In my senior year (Spring 2022), as a Teaching Assistant of the course �Introduction to Computer Programming (Java)�, I taught the students how to code and debug. c)In my senior year (Spring 2022), as a Teaching Assistant of the course �Software Engineering�, I taught the students how to code and debug, and graded their presentations.","1.I have nearly 4-year coding experience of Java. I use Java to complete many course projects, including the backend of Sodoku & Magic Square Solver, the backend of Database SQL Online Judge, fixing bugs in the open-source projects written in Java, and my undergraduate graduation thesis � a record and replay framework for web application testing (based on Selenium Java). For C/C++, I just have a little experience. I used C to finish two projects: Communication of WI-FI module between two STM32 & task 1 and 2 of Pintos. For SQL languages, I adopted PostgreSQL as the database module of Database SQL Online Judge. 2.I have more than 10 years� experience of Windows OS (using the command line, searching and editing the registry). For nearly 4-year experience of Linux/MacOS, I get familiar with fundamental commands (ps, ifconfig, ssh, pipes, etc.). And I have successfully run many open-source projects. 3.I usually use Python for trivial use like data processing and data crawler. And during my internship (3 months), I used Go to build the testing framework.",CourseTitleInstructorPositionWhenICS�45JProgramming in Java as a Second LanEmily NavarroReader2022-fallICS�45JProgramming in Java as a Second LanEmily NavarroReader2023-winterINF�113REQT ANALYSIS & ENGEmily NavarroReader2023-spring,CourseTitleGrWhenSWE�295MOBILE SOFTWARE ENGA202303SWE�225INFO RETRIEVALA+202303SWE�214PROGRAM ANALYSISA202292SWE�211SOFTWARE ENGINEERNGA+202292ICS�399UNIVERSITY TEACHINGS202292
Smith73,Joe73,Smith73,,"I have experience teaching Statistics (and R) to students who are doing statistics but not in the statistics major (e.g. Psychology, Business, Environmental Engineering).","I am proficient in SAS, R, and Microsoft. I have experience in Python and JavaScript.",,CourseTitleGrWhenSTATS�280SEMINAR IN STATSS202303STATS�210BSTAT METHODS IIB+202303STATS�205BAYES DATA ANALYSISB202303STATS�200BINT PROB & STAT THYB202303STATS�280SEMINAR IN STATSS202292STATS�210STATS METHODS IB202292STATS�200AINT PROB & STAT THYB-202292CS�271INTRO ARTIFCL INTELA202292
Smith74,Joe74,Smith74,,Computer Vision Machine Learning Formal Language Complexity Theory,I have experience in C/C++ and Unix.,CourseTitleInstructorPositionWhenCS�171Introduction to AIKalev KaskTA2020-summerCS�178Machine Learning & Data MiningStephan MandtReader2020-winterCS�175Project in AIXiaohui XieTA2020-springCS�171Introduction to AIRichard LathropTA2020-summer,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202192ICS�399UNIVERSITY TEACHINGS202114ICS�399UNIVERSITY TEACHINGS202103CS�217LIGHT&GEO COMP VISNA+202103ICS�399UNIVERSITY TEACHINGS202092CS�211AVISUAL COMPUTINGA202092ICS�399UNIVERSITY TEACHINGS202014CS�295DEEP GENRATIVE MDLSA202014ICS�399UNIVERSITY TEACHINGS202003CS�295OPT CTRL & RLB+202003ICS�399UNIVERSITY TEACHINGS201992ICS�398ATA TRAINING SEMINARS201992CS�243HIGH PERFRMCE ARCHA201992
Smith75,Joe75,Smith75,HCI/Game/VR/AR,"I've been working in the game industry as a game designer. Familiar with game design (general), system design, UX design, interactive experience in VR/AR",Have learned C++ but been too long Familiar with the Windows Operating Systems,CourseTitleInstructorPositionWhenICS�139WCritical WritingNeil YoungTA2019-fallINF�143Information Visualization Stewart SuttonTA2020-winterINF�153CSCWDaniel Lowell GardnerTA2020-springINF�190Business in GamesJustin BritchReader2020-summer,"CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202303ICS�399UNIVERSITY TEACHINGS202292ICS�399UNIVERSITY TEACHINGS202214INF�295DESIGN FOR WELLNESSA+202203ICS�399UNIVERSITY TEACHINGS202203ICS�399UNIVERSITY TEACHINGS202192INF�295TECH, ETHICS, SOCTYA202114INF�207SSEM RESRCH & WRITNGS202114INF�241INTRO UBIQ COMPA+202103INF�267DIGITIAL MEDIA &SOCA202092INF�261SOC ANLY OF CMPTINGA+202092INF�295AR/VR/MR THEATERA202014INF�205QUAN RSCH MTHDS-ISA+202014ICS�399UNIVERSITY TEACHINGS202014INF�232RESEARCH IN HCCA202003INF�203QUAL RSCH MTHDSA+202003ICS�399UNIVERSITY TEACHINGS202003INF�231USER INT DES&EVALA201992INF�201RES METH FOR IN4MTXA+201992ICS�399UNIVERSITY TEACHINGS201992ICS�398ATA TRAINING SEMINARS201992"
Smith76,Joe76,Smith76,,theoretical computer science and math. i have taught online courses before.,i have experience with python,CourseTitleInstructorPositionWhenCS�161 Design and Analysis of AlgorithmsGOLINTA2021-winterICS�51 INTRO COMPUTER ORG Alex NicolauTA2022-summerICS�6DDiscrete Mathematics for Computer S Irene GasskoTA2023-springICS�31 INTRO TO PROGRMMINGShannon AlfaroTA2022-winter,CourseTitleGrWhenSTATS�200BINT PROB & STAT THYA+202303ICS�399UNIVERSITY TEACHINGS202303STATS�200AINT PROB & STAT THYA202292ICS�399UNIVERSITY TEACHINGS202292ICS�399UNIVERSITY TEACHINGS202214CS�274BGRAPHICAL MODELSA202214ICS�399UNIVERSITY TEACHINGS202203CS�274APROB LEARNINGA+202203ICS�399UNIVERSITY TEACHINGS202192CS�206SCI COMPUTINGA+202192
Smith77,Joe77,Smith77,Software Engineering,"1. My area of expertise is software development, eg. .NET, React.js, Spring Boot.  2. I am familiar with data structure and web development. 3. I do not have experience in teaching online courses.","I used to intern at Intel Corporation from Sep 1, 2021, to Aug 27, 2022. My work includes developing websites and  Windows applications. My technology stack includes React.js, Spring Boot, and .NET. My language includes Java, JavaScript, Python, C, C++ and C#",,CourseTitleGrWhenSWE�225INFO RETRIEVALA+202303CS�230DIST COMPUTER SYSA202303SWE�214PROGRAM ANALYSISA202292SWE�211SOFTWARE ENGINEERNGA202292
Smith78,Joe78,Smith78,,- Area of expertise: probability and statistics. - Familiar with Matlab and R. - No experience in teaching online courses. - TA experience for STATS 7 and 8,"- Very little experience with Java, C++ through introductory courses in college. - No experience in  VHDL, Scheme, C, Unix. - More than 10 years experience in Windows Operating Systems. - Also experienced in Microsoft products: Word, Excel, PowerPoint.",CourseTitleInstructorPositionWhenSTAT�7Basic StatisticsBrigitte BaldiTA2020-fallSTAT�7Basic StatisticsBrigitte BaldiTA2021-winterSTAT�8Intro to Biological StatisticsBrigitte BaldiTA2021-springSTAT�7Basic StatisticsDave AmstrongReader2021-summer,CourseTitleGrWhenSTATS�280SEMINAR IN STATSS202303STATS�255STAT METH SURVIVALA202303STATS�210BSTAT METHODS IIA202303STATS�280SEMINAR IN STATSS202292STATS�280SEMINAR IN STATSS202214STATS�260MISSING DATAA202214STATS�225BAYESIAN STATISTICSA202214STATS�230STATS COMPUT METHODA202203STATS�220BADV PROB&STATTOPICSA-202203STATS�295INF DISEASE MODELNGA+202192STATS�280SEMINAR IN STATSS202192STATS�220AADV PROB&STATTOPICSB+202192STATS�212STATS METHODS IIIA202114STATS�200CINT PROB & STAT THYA-202114ICS�399UNIVERSITY TEACHINGS202114STATS�280SEMINAR IN STATSS202103STATS�211STATS METHOD IIA+202103STATS�205BAYES DATA ANALYSISA202103STATS�200BINT PROB & STAT THYA202103STATS�295ADVANCED RA+202092STATS�280SEMINAR IN STATSS202092STATS�210STATS METHODS IA202092STATS�200AINT PROB & STAT THYB+202092
Smith79,Joe79,Smith79,Computer Science,"I am proficient in Software Engineering, Computer Architecture, Operating Systems, Database Management, Data Structures and Algorithms. During my undergraduate study, I have completed and enjoyed courses like Computer Networks, Cryptography, Analysis of Algorithms, Data Science, Machine Learning, Statistics, Blockchain Technology and Project Management. I have working experience in programming languages including Java, C++, Python and Javascript. I have also worked with database technologies (MySQL and PostgreSQL). I have led and worked in teams during Hackathons and university projects.   I have some experience in teaching at my local tuition center where I used to teach Mathematics(Advanced Trigonometry and Algebra) to grade 10 through grade 12 students. Additionally, we had regular seminars and discussions at my university where we used to present the projects we have worked on.  I have an interest in teaching because I strongly believe that the best way to understand concepts thoroughly is through teaching.","I have worked with Java and PostgreSQL in my internships. In my undergraduate university projects and assignments, I worked with C++, MySQL and other programming languages including Python, Javascript etc.   I have working knowledge of Linux (Ubuntu 20.04) as that is dual booted in my laptop. I am also proficient with Windows and MacOS. I am also familiar with other distributions of Linux like ArchLinux and other flavors.",CourseTitleInstructorPositionWhenEECS�112ORG OF DIGITAL COMPNader BagherzadehReader2022-fallEECS�31LDIGITAL DESIGNSalma ElmalakiReader2023-winter,CourseTitleGrWhenCS�295PKEYSTONE PROJ CSA202303CS�273PMACH LRN & DATA MINA202303CS�261PDATA STRUCTURESA202303CS�271PARTIFICIAL INTELLIGA-202292CS�253PADV PROG PROB SOLVA+202292CS�250PCOMP SYS ARCHITECTB+202292
Smith80,Joe80,Smith80,,"Probability, Inference, Statistical Machine Learning; 2 years of work experience in SQL and Python (Pandas, Numpy, sklearn); No, but I have experience in grading homework;",2 years of work experience in SQL; NA; NA;,CourseTitleInstructorPositionWhenSTAT�120AIntro to Probability and StatisticsWeining ShenReader2022-fallSTAT�210PStatistical Methods IKoko GulesserianTA2023-winter,CourseTitleGrWhenSTATS�280SEMINAR IN STATSS202303STATS�230STATS COMPUT METHODA+202303STATS�211STATS METHOD IIA+202303STATS�200BINT PROB & STAT THYA+202303STATS�280SEMINAR IN STATSS202292STATS�210STATS METHODS IA+202292STATS�200AINT PROB & STAT THYA202292ICS�399UNIVERSITY TEACHINGS202292
Smith81,Joe81,Smith81,,"During my Bachelor's and Master's I studied Data Science. In particular, I focused on the theory of Statistics, programming in Python, SQL and R, and interpreting the results for economic or business purposes.  During these years I completed several projects that required skills and knowledge in Computer Science, Statistics, and Economics/Finance/Marketing.  In general, I am interested in technology and innovation, with particular attention given to machine learning and artificial intelligence. My main interest is to develop statistical models to solve real-world problems. I consider myself a fast learner and I am also open to studying new topics such as neuroscience, biology, medicine, and physics; which nowadays can be easily combined with statistics and computer science.  I recently had some experience as a reader and TA both for undergraduate and graduate courses. I have gained experience in all the tasks a TA is required to perform: grading, teaching (discussion), material preparation, and Canvas/Gradescope organization.","I have attended two courses about SQL and completed a project where using this language (combined with Python and R) was required. I also have some experience with Rust and Julia.  I have always had Windows as OS of my computers and I don't have experience with any other OS (Even though think I will adopt Linux in the future).  I am proficient in Rmrksdown and Latex and I have intermediate knowledge of some HTML and some other softwares that could be related to the analysis of data (such as Excel/Google Sheets, Tableau, and Stata)",CourseTitleInstructorPositionWhenSTAT�120AINTRO PROB STATS IWeining ShenReader2022-fallSTAT�8Intro to Bio StatsDavid S ArmstrongTA2023-winterSTAT�240PMUTLIVAR STAT METHZHAOXIA YUTA2023-spring,CourseTitleGrWhenSTATS�280SEMINAR IN STATSS202303STATS�255STAT METH SURVIVALB+202303STATS�211STATS METHOD IIA202303STATS�200BINT PROB & STAT THYA202303STATS�295SPATIAL ANALYSISA202292STATS�280SEMINAR IN STATSS202292STATS�210STATS METHODS IA202292STATS�200AINT PROB & STAT THYB+202292ICS�398ATA TRAINING SEMINARS202292
Smith82,Joe82,Smith82,,"I completed my Bachelor's degree in 2020, majoring in Computer Science and Engineering. After that, I worked as a software developer for 2.5 years, where I gained hands-on experience in software development, Object-Oriented Programming (OOP), data structures and algorithms, database management. I also had the opportunity to work with a diverse range of programming languages such as Java, C++, and Python.  During my Master's degree, I continued to expand my knowledge in Computer Science, focusing on advanced topics such as Artificial Intelligence, Machine Learning, and Operating Systems. Additionally, I have also participated in various programming competitions, where I have demonstrated my proficiency in solving complex programming problems.  I believe I have a strong understanding of how to communicate effectively with students and professors, as well as the importance of attention to detail when grading assignments. Overall, I am confident that my technical skills, communication skills, attention to detail, passion for the field, and academic achievements make me an excellent candidate for this position. I am excited about the opportunity to contribute to your university and help students succeed in their computer science studies.  I&C SCI 6B - Boolean Logic and Discrete Structures I&C SCI 45J - Programming in Java as a Second Language I&C SCI 139W - Critical Writing on Information Technology I&C SCI 6N - Computational Linear Algebra I&C SCI 31 - Introduction to Programming I&C SCI 32 - Programming with Software Libraries I&C SCI 33 - Intermediate Programming I&C SCI 46 - Data Structure Implementation and Analysis I&C SCI 6D - Discrete Mathematics for Computer Science I&C SCI 51 - Introductory Computer Organization COMPSCI 143A � Principles of Operating Systems (Online Course) COMPSCI 199 � Individual Study (Great Program Only) IN4MATX 43 - Introduction to Software Engineering IN4MATX 172 - Project in Health Informatics","I have more than seven year experience in Java, C, C++, SQL(Oracle sql, mysql, postgresql), No SQL(Asterix Db, Mongo Db). I have  more than seven year experience experience with the Linux, Windows, and/or macOS operating systems",,CourseTitleGrWhenCS�295PKEYSTONE PROJ CSA202303CS�273PMACH LRN & DATA MINA+202303CS�261PDATA STRUCTURESA202303CS�271PARTIFICIAL INTELLIGA202292CS�253PADV PROG PROB SOLVA+202292CS�220PDATABAS & DATA MGMTA-202292
Smith83,Joe83,Smith83,Computer Science,"Distributed Systems, Computer Networks, Data Structure, Algorithms, Object Oriented Programming, Python","Python, C, C++, Java, SQL: Proficient Linux, MacOS, Windows: Proficient",CourseTitleInstructorPositionWhenICS�33Intermediate Programming in PythonRichard PattisTA2022-winterICS�33Intermediate Programming in PythonRichard PattisTA2022-springICS�33Intermediate Programming in PythonAlex ThorntonTA2023-springICS�32Programming Libraries in PythonAlberto Krone MartinsReader2023-winter,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202303CS�233NETWORKING LABU202303CS�230DIST COMPUTER SYSI202303ICS�399UNIVERSITY TEACHINGS202292CS�295ENTREPRENEURSHIPA-202292CS�244INTR EMBED UBIQ SYSB+202292ICS�399UNIVERSITY TEACHINGS202214CS�272STATISTICAL NLPB+202214CS�247COMPLX SW SYS: PROJA-202214ICS�399UNIVERSITY TEACHINGS202203CS�273AMACHINE LEARNINGA202203CS�221INFO RETRIEVALA202203ICS�398ATA TRAINING SEMINARS202192CS�273AMACHINE LEARNINGB-202192CS�232CMPTR & COMM NTWRKSA-202192CS�201CRYPTO PROTOCOLSB202192
Smith84,Joe84,Smith84,Computer Engineering,"I have expertise in Software Architecture, Software Design, Software Engineering, Discrete Mathematics, Machine Learning, Data Structure, Algorithms, Compilers, Computer Architecture, Operating Systems, Robotics, Digital Design, Microprocessors, Computer Networks, Database Management, Image Processing, Digital Signal Processing, and Optimization. I am well-versed in programming languages like Python, C/C++, SystemVerilog, Java, MySQL, and MATLAB. I am also an advanced user of the Linux operating system for development work as I have extensively used it during my time in the software development industry.  My qualifications in Computer Science are that I have worked at Qualcomm and NVIDIA for three (3) years to gain industrial experience in the above-mentioned domains. I completed the above courses during my undergraduate years with good grades. Further, I have worked with my professor advisors and completed multiple projects in the above-mentioned domains.  Yes, I have extensive experience in teaching online and also offline (in-person) courses.  1. On the education platform Chegg, I have taught programming to 50+ students.  2. I also worked as a Teaching Assistant to my professor in my senior year where I taught Computer Architecture and MATLAB programming to 150+ students and further helped them in doubt-clearing sessions.  3. As a volunteer of an NGO called Nirmaan Organization, I have also taught and mentored underprivileged children below 15 years of age.","I have extensive experience in Java, VHDL/Verilog, C/C++, and MySQL. I have worked in RTL Design team at Qualcomm for over a year where I developed image processing engine using Verilog. I have also worked on several undergraduate projects involving advanced usage of Verilog/SystemVerilog. During my role as a system software engineer at Qualcomm for over two (2) years, I worked on developing python and C/C++ based automation applications and tools. Further, I also worked on developing Java based android applications for analyzing and debugging the GPU's performance.  I am an advanced user of all three operating systems namely Linux, Windows, and macOS. During my time at Qualcomm, I used Linux for development work and after using Linux for over three years I am very confident in using it for software development work. I used company's Windows based laptop for day-to-day office work and presentation, and therefore I have an advanced level of expertise in windows and the software development environment in Windows. I used Macbook during my undergraduate and therefore I understand all the intricacies of using MacOS and working on development projects on macOS.   I have knowledge of Python and MATLAB in addition to Java, VHDL/Verilog/SystemVerilog, C/C++, and SQL.",CourseTitleInstructorPositionWhenICS�139WCritical WritingMatthew BietzTA2022-fallINF�122Software Design: Structure And ImplJoshua GarciaTA2023-winterICS�166Game DesignTobias DoTA2023-spring,
Smith85,Joe85,Smith85,,"My area of expertise in Programming, Algorithms and Cloud Computing. I have a specialization in Algorithms and Core Computing from my Bachelor's degree in Computer Science and Engineering at PES University. I have mentored peers in Design and Analysis of Algorithms and Data Structures course.  I have vast experience in the field of cloud computing. I have studied the course in my Bachelor's degree and completed a project on AWS cloud. During my stint as backend engineer, I have worked with AWS cloud and leveraged AWS EC2, Elastic Load Balancing, Auto Scaling Groups, S3, DynamoDB, RDS, Route 53 and Lambda to build various features. I have taken Knowledge Transfer sessions and Tech Talks to teach these concepts to new joiners and team members in the company.","I have advanced experience in C++ having coded in it for 3+ years. I have advanced experience in SQL, using MySQL during Bachelor's degree in the DBMS course and project work, AWS RDS in the industry role, PostgreSQL in the Databases and Data Management (CS220P) course in the Fall Quarter at UC Irvine. I have advanced knowledge of Linux which I have used for more than 5 years and intermediate knowledge in MacOS which I have user for more than 2 years. I have advanced knowledge in Windows as I have been studying and using it for more than 7 years. I have advanced programming knowledge in Python and used Golang as a beginner in the industry. I have intermediate experiences of NoSQL databases such as MongoDB and AWS DynamoDB as well.",,CourseTitleGrWhenCS�295PKEYSTONE PROJ CSA202303CS�273PMACH LRN & DATA MINA-202303CS�261PDATA STRUCTURESA202303CS�271PARTIFICIAL INTELLIGA202292CS�253PADV PROG PROB SOLVA+202292CS�220PDATABAS & DATA MGMTA-202292
Smith86,Joe86,Smith86,,"I have been a teaching assistant (TA) for the ICS 139W Critical Writing on Information Technology course for - Fall 2021, Winter 2022, Spring 2022, Fall 2022, Winter 2023, and Spring 2023.  I have received positive feedback from the course instructors, Prof. Shannon Alfaro, and Prof. Neil Young, and more than 300 students.  During my Ph.D. program, I published my research at two top-tier international conferences. I published three research papers during my master's, one of which won the second-best presentation award. My undergrad thesis was published at an IEEE conference and won the second-best presentation award for innovation and scalability.  Further, I won the GPS-STEM elevator pitch competition, a semifinalist in the UC Grad Slam pitch competition in 2022 and 2023. I have received the Mentoring Excellence Certificate, Public Speaking Certificate, and Improv for Teaching Certificate from the Graduate Division at UCI. My strong written and oral communication skills make me a candidate well-suited for this role. Special CS qualifications � machine learning for food and mental recommendation, science communication through information technology","Advanced proficiency in Windows OS, Mac OS Intermediate proficiency in Python, PyTorch, Keras Basic proficiency in C/C++, Linux, SQLite",CourseTitleInstructorPositionWhenICS�139WCritical Writing for Info TechShannon AlfaroTA2021-fallICS�139WCritical Writing for Info TechShannon AlfaroTA2022-winterICS�139WCritical Writing for Info TechShannon AlfaroTA2022-springICS�139WCritical Writing for Info TechShannon AlfaroTA2023-spring,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202303CS�295INNOV & PRODUCT DEVA+202303CS�295CAUSAL INFERENCEA202303ICS�399UNIVERSITY TEACHINGS202292CS�244INTR EMBED UBIQ SYSA+202292CS�232CMPTR & COMM NTWRKSA202292ICS�399UNIVERSITY TEACHINGS202214CS�296SCIENTIFIC WRITINGS202214CS�272STATISTICAL NLPA-202214ICS�399UNIVERSITY TEACHINGS202203CS�260FUND ALGORITHMSB+202203CS�259SSEM DESIGN SCIENCES202203CS�221INFO RETRIEVALA+202203ICS�399UNIVERSITY TEACHINGS202192ICS�398ATA TRAINING SEMINARS202192CS�273AMACHINE LEARNINGA-202192CS�271INTRO ARTIFCL INTELA202192
Smith87,Joe87,Smith87,,"Areas of expertise - Programming Languages, Application Development, Databases, Data Structures","I have experiences in below fields SQL, Databases, C#, Software/Application Development - more than 4 years  Java, C/C++ - more than 1 year",,CourseTitleGrWhenCS�295PKEYSTONE PROJ CSA202303CS�273PMACH LRN & DATA MINA+202303CS�261PDATA STRUCTURESA202303CS�271PARTIFICIAL INTELLIGA-202292CS�253PADV PROG PROB SOLVA+202292CS�238POPERATING SYSTEMSA202292
Smith88,Joe88,Smith88,,"HCI, accessible computing, Education",N/A,"CourseTitleInstructorPositionWhenINF�280Anne Marie Piper, Stacy BranhaTA2020-fallINF�162WGeoffrey BowkerTA2021-winterINF�162WNeil YoungTA2023-spring",CourseTitleGrWhenINF�295CLIMATE XRNR202292INF�261SOC ANLY OF CMPTINGI202292INF�205QUAN RSCH MTHDS-ISI202214INF�232RESEARCH IN HCCA-202203INF�207SSEM RESRCH & WRITNGS202203INF�231USER INT DES&EVALA+202192INF�290RESEARCH SEMINARS202103INF�203QUAL RSCH MTHDSA+202103INF�290RESEARCH SEMINARS202092INF�201RES METH FOR IN4MTXA+202092ICS�398ATA TRAINING SEMINARS202092
Smith89,Joe89,Smith89,Embedded and Cyber-Physical,"My area of expertise is in Embedded Systems and IoT (Internet of Things). My relevant coursework, projects, and experience have all been focused on these areas. Additionally, I have experience working with various programming languages, frameworks, and hardware devices.  In terms of my special qualifications in Computer Science, I have experience in Embedded System Software, IoT Systems and Software, and Cyber-Physical System Design. I also have skills in various programming languages, frameworks, and hardware devices used in the field of Computer Science.","I have experience with the following programming languages: C, C++, Python, EmbeddedC, SystemC, MATLAB, HTML/CSS.  I also have experience in some frameworks and platforms, such as Simulink, LabView, ROS, Arduino IDE, NI Multisim, Keil �vision 5, Xilinx, OpenCV, Proteus, Git, Node-Red.  For operating systems, I have experience in RTOS/ VxWorks/ RTLinux and other Real-time operating systems",CourseTitleInstructorPositionWhenICS�31Introduction to ProgrammingProf. Mohammad MoshirpourTA2023-springEECS�31LINTRO DIG LOGIC LABProf. Salma ElmalakiReader2023-winter,
Smith90,Joe90,Smith90,Computational Science,(Part of the Computational Science program) Math Physics Fortran Python MATLAB Writing Discrete Math,"Some experience with C, C++, SQL, and bash. Very proficient with Python. Very proficient with Windows and comfortable with macOS and Linux.",CourseTitleInstructorPositionWhenICS�6BBoolean Logic and Discrete StructurWayne HayesTA2019-summerICS�6BBoolean LogicIrene GasskoTA2019-fallICS�31Introduction to ProgrammingShannon AlfaroTA2023-winterICS�139WCritical WritingShannon AlfaroTA2022-spring,CourseTitleGrWhenCS�206SCI COMPUTINGA201914STATS�201STATS METH DATA IB+201892
Smith91,Joe91,Smith91,,"Areas of Computer science which I have expertise are Data Structure, Algorithms and System Design and Critical Writing on Information Technology. I have qualified the Graduate Aptitude Test Engineering in Computer Science,one of the highly competitive exams conducted in India for admission into higher studies. I have expertise in Mathematics courseworks pertaining to CS and writing course works based on my previous TA experience.In the spring, 20 quarter I TA'ed in an online coursework ICS139W.",I have an experience of six plus year in C and C++ programming and have basic knowledge of JAVA and Python programming. I have had an experience of 10+ years of experience in Windows Operating Systems. I have been a TA for ICS139W course consecutively for the last academic year with considerable amount of understanding of the course content.,CourseTitleInstructorPositionWhenCS�297PCapstone DesignSergio Gago MasagueTA2019-fallICS�139WCritical WritingMustafa IbrahimTA2020-fallICS�139WCritical Writing Mustafa IbrahimTA2020-springICS�139WCritical WritingDarren DennenbergTA2021-fall,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202292ICS�399UNIVERSITY TEACHINGS202214ICS�399UNIVERSITY TEACHINGS202203ICS�399UNIVERSITY TEACHINGS202192CS�295ENTREPRENEURSHIP IA202192CS�199INDIVIDUAL STUDYA+202192ICS�399UNIVERSITY TEACHINGS202114CS�295OPTIMIZATION FOR MLA-202114CS�236WIRELESS NETWORKINGA-202114ICS�399UNIVERSITY TEACHINGS202103CS�274APROB LEARNINGB202103CS�230DIST COMPUTER SYSA202103ICS�399UNIVERSITY TEACHINGS202092CS�232CMPTR & COMM NTWRKSA-202092CS�201CRYPTO PROTOCOLSA202092ICS�399UNIVERSITY TEACHINGS202014CS�266COMPTNL GEOMETRYA202014CS�261DATA STRUCTURESA-202014ICS�399UNIVERSITY TEACHINGS202003CS�260FUND ALGORITHMSB+202003CS�206SCI COMPUTINGA202003ICS�399UNIVERSITY TEACHINGS201992ICS�398ATA TRAINING SEMINARS201992CS�273AMACHINE LEARNINGB-201992CS�243HIGH PERFRMCE ARCHB+201992
Smith92,Joe92,Smith92,,"Parallel Computing Compilers Concurrent Programming Database Development Software Programming System Programming Computer Architecture and Operating Systems No experience in online courses, but have a vast experience in teaching assistantship in Physics and Technology School by Correspondence","Profound knowledge of C, C++ (have developed different projects, including bachelor thesis) Plenty of experience in Unix Small experience in Java (one project - chess game, with the use of AWT) Advanced user of Windows",CourseTitleInstructorPositionWhenCS�250ASystems ArchitectureAlexander VeidenbaumTA2023-winterICS�45CProgramming in C/C++Mustafa IbrahimTA2020-winterCS�143APrinciples of Operating SystemsLubomir BicTA2022-fallCS�131Parallel and Distributed ComputingAlexander VeidenbaumTA2023-spring,CourseTitleGrWhenICS�399UNIVERSITY TEACHINGS202303ICS�399UNIVERSITY TEACHINGS202292CS�273AMACHINE LEARNINGA202292ICS�399UNIVERSITY TEACHINGS202203ICS�399UNIVERSITY TEACHINGS202192CS�244INTR EMBED UBIQ SYSA+202192ICS�399UNIVERSITY TEACHINGS202114CS�295ADV CONCURRENCYA202114CS�242PARALLEL COMPUTINGA+202114ICS�399UNIVERSITY TEACHINGS202103CS�241ADV COMPILER CONSTRA202103CS�271INTRO ARTIFCL INTELA202092CS�253ANALYSIS PROG LANGA202092ICS�399UNIVERSITY TEACHINGS202014CS�261DATA STRUCTURESA202014CS�250BMODERN MICROPROCESRA202014ICS�399UNIVERSITY TEACHINGS202003CS�250ACMPTR SYS ARCHITECTA202003CS�206SCI COMPUTINGB+202003ICS�399UNIVERSITY TEACHINGS201992ICS�398ATA TRAINING SEMINARS201992CS�243HIGH PERFRMCE ARCHA201992
Smith93,Joe93,Smith93,Statistics,"My major is Statistics, and I have a solid ability to extract data from various sources, transform data into a standard format and build a statistical model to summarize data trends. I am proficient in analyzing existing data to predict the future and providing actionable suggestions.  In Computer Science, I am excellent at transforming realistic problems into mathematical problems and finding a suitable model to solve these problems, which requires strong logical thinking and coding skills. I used to be a Toefl teaching assistant.","I am a master�s student in Statistics, who is highly proficient in Python and SQL to extract, transform, and load data from a wide variety of data sources. In my recent position as an Advertisement Data Analysis Intern, I have experience with collaborating with the functional product team and using business intelligence visualization tools like Tableau to provide advertising adjustment strategies for clients, leading to a 15% increase in sales.  I am a detail-oriented and innovative person with a passion for data, and she is eager to use my statistical knowledge and data analysis skills to make a difference.",CourseTitleInstructorPositionWhenSTAT�200CTheory of Linear ModelsZhaoxia YuReader2023-springSTAT�140240Multivariate Statistical MethodsZhaoxia YuReader2023-spring,CourseTitleGrWhenSTATS�295SPATIAL ANALYSISB+202292STATS�295ML FOR DATA SCIENCEA202214STATS�280SEMINAR IN STATSS202214STATS�210CSTAT METHODS IIIA-202214STATS�200CINT PROB & STAT THYB+202214STATS�280SEMINAR IN STATSS202203STATS�210BSTAT METHODS IIA202203STATS�205BAYES DATA ANALYSISA-202203STATS�200BINT PROB & STAT THYB+202203STATS�295SCI COMP WITH RA202192STATS�280SEMINAR IN STATSS202192STATS�210STATS METHODS IA202192STATS�200AINT PROB & STAT THYB+202192
